epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.615677,2.58634,0.0375,0.475,2.63406,2.856e-05,2.856e-05,2.856e-05
2,1.2594,2.45814,0.05,0.5,2.63628,6.36238e-05,6.36238e-05,6.36238e-05
3,1.75768,2.46097,0.1125,0.575,2.43136,9.79808e-05,9.79808e-05,9.79808e-05
4,2.24438,2.15045,0.1375,0.625,2.36217,0.000131631,0.000131631,0.000131631
5,2.70883,2.2202,0.2,0.725,2.1215,0.000164574,0.000164574,0.000164574
6,3.16417,2.11668,0.3375,0.7875,2.05724,0.000196811,0.000196811,0.000196811
7,3.62976,1.71891,0.3625,0.7625,1.90929,0.00022834,0.00022834,0.00022834
8,4.08639,1.70506,0.4625,0.8375,1.65417,0.000259163,0.000259163,0.000259163
9,4.55411,1.54806,0.6,0.875,1.41286,0.000289279,0.000289279,0.000289279
10,5.00967,1.49268,0.6125,0.9,1.44966,0.000318687,0.000318687,0.000318687
11,5.45763,1.29606,0.675,0.9125,1.1783,0.00034739,0.00034739,0.00034739
12,5.9137,1.17409,0.7,0.95,1.0095,0.000375385,0.000375385,0.000375385
13,6.34938,1.06556,0.7,0.9625,0.95761,0.000402673,0.000402673,0.000402673
14,6.80063,0.86986,0.725,0.975,0.91978,0.000429255,0.000429255,0.000429255
15,7.25149,1.00448,0.7125,0.975,0.85083,0.000455129,0.000455129,0.000455129
16,7.68335,0.81825,0.725,0.9625,0.96084,0.000480297,0.000480297,0.000480297
17,8.12429,0.88661,0.725,0.9625,0.82751,0.000504758,0.000504758,0.000504758
18,8.58319,0.6417,0.7625,0.975,0.76874,0.000528512,0.000528512,0.000528512
19,9.0303,0.73566,0.75,0.9625,0.7394,0.000551559,0.000551559,0.000551559
20,9.47325,0.60508,0.7625,0.9625,0.76834,0.0005739,0.0005739,0.0005739
21,9.90151,0.59293,0.7125,0.9625,0.7539,0.000572628,0.000572628,0.000572628
22,10.3223,0.81853,0.725,0.975,0.82193,0.000565559,0.000565559,0.000565559
23,10.7444,0.47106,0.75,0.9625,0.76108,0.000558491,0.000558491,0.000558491
24,11.19,0.60985,0.775,0.975,0.81588,0.000551422,0.000551422,0.000551422
25,11.666,0.56485,0.775,0.9625,0.68651,0.000544354,0.000544354,0.000544354
26,12.1083,0.48351,0.7875,0.9625,0.54935,0.000537285,0.000537285,0.000537285
27,12.5497,0.32355,0.8,0.9625,0.58232,0.000530216,0.000530216,0.000530216
28,13.0041,0.46859,0.8,0.9625,0.56483,0.000523148,0.000523148,0.000523148
29,13.448,0.4165,0.825,0.9625,0.57848,0.000516079,0.000516079,0.000516079
30,13.8912,0.61325,0.8375,0.9625,0.5888,0.000509011,0.000509011,0.000509011
31,14.328,0.3783,0.8375,0.9625,0.59745,0.000501942,0.000501942,0.000501942
32,14.7805,0.42336,0.85,0.975,0.50542,0.000494873,0.000494873,0.000494873
33,15.2206,0.31299,0.8625,0.975,0.53565,0.000487805,0.000487805,0.000487805
34,15.6707,0.24689,0.85,0.9875,0.4914,0.000480736,0.000480736,0.000480736
35,16.1266,0.4738,0.85,0.9875,0.45788,0.000473668,0.000473668,0.000473668
36,16.5959,0.48867,0.8625,0.9625,0.50727,0.000466599,0.000466599,0.000466599
37,17.0226,0.45576,0.875,0.9625,0.55586,0.00045953,0.00045953,0.00045953
38,17.4633,0.25677,0.8375,0.95,0.5885,0.000452462,0.000452462,0.000452462
39,17.8933,0.28805,0.85,0.95,0.58083,0.000445393,0.000445393,0.000445393
40,18.3382,0.42072,0.8375,0.975,0.54607,0.000438325,0.000438325,0.000438325
41,18.772,0.41657,0.8375,0.975,0.48528,0.000431256,0.000431256,0.000431256
42,19.2351,0.41344,0.8375,0.975,0.51893,0.000424187,0.000424187,0.000424187
43,19.6562,0.39898,0.8375,0.9625,0.44851,0.000417119,0.000417119,0.000417119
44,20.1016,0.30675,0.8375,0.95,0.41906,0.00041005,0.00041005,0.00041005
45,20.5261,0.22378,0.85,0.95,0.47184,0.000402982,0.000402982,0.000402982
46,20.9486,0.24768,0.85,0.95,0.518,0.000395913,0.000395913,0.000395913
47,21.3828,0.22551,0.8625,0.9625,0.54326,0.000388844,0.000388844,0.000388844
48,21.8231,0.4142,0.875,0.9625,0.43398,0.000381776,0.000381776,0.000381776
49,22.2679,0.28752,0.8625,0.9625,0.44978,0.000374707,0.000374707,0.000374707
50,22.7045,0.3169,0.85,0.9625,0.47179,0.000367639,0.000367639,0.000367639
51,23.1292,0.25989,0.8375,0.9625,0.52763,0.00036057,0.00036057,0.00036057
52,23.5726,0.47164,0.85,0.975,0.54308,0.000353501,0.000353501,0.000353501
53,24.0019,0.40827,0.8625,0.9625,0.54109,0.000346433,0.000346433,0.000346433
54,24.4277,0.18208,0.85,0.975,0.5529,0.000339364,0.000339364,0.000339364
55,24.8472,0.52756,0.85,0.975,0.59819,0.000332296,0.000332296,0.000332296
56,25.2804,0.20351,0.85,0.9625,0.55248,0.000325227,0.000325227,0.000325227
57,25.7082,0.1893,0.85,0.975,0.52682,0.000318158,0.000318158,0.000318158
58,26.1321,0.22032,0.85,0.975,0.66381,0.00031109,0.00031109,0.00031109
59,26.558,0.19454,0.85,0.975,0.63978,0.000304021,0.000304021,0.000304021
60,26.9961,0.24665,0.85,0.975,0.53593,0.000296953,0.000296953,0.000296953
61,27.4115,0.48296,0.85,0.975,0.56844,0.000289884,0.000289884,0.000289884
62,27.8372,0.13205,0.8375,0.975,0.49437,0.000282815,0.000282815,0.000282815
63,28.2726,0.21477,0.825,0.975,0.46237,0.000275747,0.000275747,0.000275747
64,28.7153,0.33349,0.85,0.9875,0.48362,0.000268678,0.000268678,0.000268678
65,29.1585,0.13172,0.825,0.9875,0.62574,0.00026161,0.00026161,0.00026161
66,29.6279,0.23775,0.85,0.9875,0.59576,0.000254541,0.000254541,0.000254541
67,30.0817,0.19986,0.85,0.9875,0.4838,0.000247472,0.000247472,0.000247472
68,30.5493,0.49999,0.8375,0.9875,0.53155,0.000240404,0.000240404,0.000240404
69,30.9876,0.2433,0.8125,1,0.55744,0.000233335,0.000233335,0.000233335
70,31.4261,0.25233,0.8125,0.975,0.62794,0.000226267,0.000226267,0.000226267
71,31.8635,0.20162,0.8125,0.9875,0.51066,0.000219198,0.000219198,0.000219198
72,32.3076,0.21888,0.825,1,0.5415,0.000212129,0.000212129,0.000212129
73,32.7385,0.24822,0.85,1,0.56176,0.000205061,0.000205061,0.000205061
74,33.1843,0.15101,0.8125,1,0.59681,0.000197992,0.000197992,0.000197992
75,33.6582,0.20405,0.8125,1,0.55237,0.000190924,0.000190924,0.000190924
76,34.1044,0.24337,0.8125,1,0.63106,0.000183855,0.000183855,0.000183855
77,34.5431,0.26751,0.8125,1,0.56309,0.000176786,0.000176786,0.000176786
78,35.1236,0.13043,0.825,1,0.63111,0.000169718,0.000169718,0.000169718
79,35.5696,0.3944,0.8125,0.9875,0.63576,0.000162649,0.000162649,0.000162649
80,36.0166,0.29495,0.8,1,0.60152,0.000155581,0.000155581,0.000155581
81,36.4538,0.27029,0.8125,1,0.55213,0.000148512,0.000148512,0.000148512
82,36.8881,0.23545,0.8125,1,0.51363,0.000141443,0.000141443,0.000141443
83,37.3245,0.27408,0.825,1,0.52556,0.000134375,0.000134375,0.000134375
84,37.7656,0.14777,0.8375,1,0.5675,0.000127306,0.000127306,0.000127306
85,38.2043,0.13241,0.85,1,0.54436,0.000120238,0.000120238,0.000120238
86,38.6617,0.16333,0.8125,1,0.47719,0.000113169,0.000113169,0.000113169
87,39.0956,0.17216,0.8375,1,0.48614,0.0001061,0.0001061,0.0001061
88,39.5489,0.11332,0.8625,1,0.46022,9.90318e-05,9.90318e-05,9.90318e-05
89,39.9989,0.1778,0.8625,1,0.58667,9.19632e-05,9.19632e-05,9.19632e-05
90,40.4776,0.09405,0.8625,1,0.47924,8.48946e-05,8.48946e-05,8.48946e-05
91,40.9762,0.24727,0.85,1,0.47954,7.7826e-05,7.7826e-05,7.7826e-05
92,41.4328,0.27947,0.85,1,0.42925,7.07574e-05,7.07574e-05,7.07574e-05
93,41.8817,0.28517,0.8625,1,0.5132,6.36888e-05,6.36888e-05,6.36888e-05
94,42.3254,0.30623,0.8625,1,0.43845,5.66202e-05,5.66202e-05,5.66202e-05
95,42.7682,0.10416,0.85,1,0.42272,4.95516e-05,4.95516e-05,4.95516e-05
96,43.2139,0.08344,0.8625,1,0.46284,4.2483e-05,4.2483e-05,4.2483e-05
97,43.6521,0.064,0.8625,1,0.43588,3.54144e-05,3.54144e-05,3.54144e-05
98,44.0986,0.12057,0.8625,1,0.47738,2.83458e-05,2.83458e-05,2.83458e-05
99,44.5412,0.08397,0.8625,1,0.48613,2.12772e-05,2.12772e-05,2.12772e-05
100,45.0156,0.16393,0.85,1,0.41961,1.42086e-05,1.42086e-05,1.42086e-05
